course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Financial Markets Trading and Structure,FINA4103,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course examines liquidity, market structure and trading. The focus is on examining the efficiency of trading systems and markets, the impact of new algorithmic trading on markets, the role of intermediaries and regulatory actions on market structure issues. Students learn about a number of alternative market structures in terms of their economic and operational effectiveness.",,"1. Comprehend how to incorporate the notion of ""information"" in analyses of financial market. 2. Theoretically and empirically measure market liquidity. 3. Understand various financial market details and trading structures. 4. Understand the impact of recent development of financial technologies. 5. Analyze market quality in various situations with different market structures, trading rules, and market policies.",,
"Mergers, Acquisitions, and Corporate Restructuring",FINA4203,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course analyzes mechanisms underlying the creation of value in mergers, acquisitions and corporate restructuring. Students will learn analytical techniques and tools to analyze (a) strategy behind corporate restructuring transactions, whether and what to acquire, (b) evaluation and financing of acquisitions, and (c) decisions and processes that impact value creation in mergers.",,"1. Apply valuation techniques in M&A settings. 2. Analyze how M&A deals are financed and structured. 3. Evaluate the mechanisms and effectiveness of anti-takeover defenses. 4. Explain corporate restructurings, including divestitures and spinoffs. 5. Assess the role and impact of corporate governance in M&A transactions.",,
Fixed Income Securities,FINA4303,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Pricing of bonds, term structure models, duration analysis and immunization techniques, valuation of interest rate options, convertible bonds, mortgage-backed securities, pricing credit derivatives, bond portfolio construction and management.",,"1. Evaluate and price a wide range of fixed income instruments—including traditional and structured bonds—using appropriate financial models and analytical tools. 2. Analyze interest rate risk using measures such as duration and convexity, and apply yield curve construction techniques including bootstrapping. 3. Design and assess fixed income portfolio management strategies, including immunization and hedging approaches, in the context of changing market conditions. 4. Understand and apply the mechanics and valuation of interest rate derivatives such as swaps, futures, and credit derivatives. 5. Evaluate emerging trends and innovations in fixed income markets, and assess their implications for investment strategies and risk management.",,
International Finance,FINA4403,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,An introduction to the fundamental principles of international financial management and investment. Topics include: international financial markets and instruments; foreign exchange markets; foreign currency derivatives and currency risk; international capital budgeting; international bond and equity markets.,,"1. Demonstrate an understanding of the international dimensions of financial markets, including the international monetary system, capital markets, regulatory frameworks, risk factors, and investor behavior. 2. Apply finance concepts and theories to evaluate and make informed decisions in international business and investment contexts. 3. Apply economic principles to explain the determinants and dynamics of exchange rate movements. 4. Discuss how to use derivatives such as futures, options, and swaps to manage risks faced by multinational corporations. 5. Explain the principles of international portfolio management, including the relationship between risk and return across individual assets and investment portfolios. 6. Describe and explain recent developments related to financial markets outside Hong Kong.",,
Family Business,FINA4413,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course aims to provide students with comprehensive and practical understanding of Asian family business, which is the most prominent and significant business form in Asia. The course will specifically cover valuation and ownership design, financing and exit strategies, governance and succession practices of family businesses. The course is application oriented and draws on the faculty’s research experience and active interactions with family businesses in Asia. This course will benefit not only the students who will work in family businesses but also those likely to provide services to them in the future, such as private and investment bankers, family office professionals, private equity professionals, and other service professionals working closely with wealthy families in the region.",,"1. Understand the fundamentals of family business including its definition, importance, complexity, and how it differs from non-family business. 2. Analyse the factors contributing to the longevity of family businesses, and the causes for the potential early demise. 3. Understand the financing options of family business, and risk related to getting listed and over-borrowing. 4. Valuate the family business for different purposes, including pruning of ownership, professionalizing of family business and selling of family business. 5. Prepare for Leadership and ownership succession planning. 6. Design suitable structures and governance systems for wealth creators to preserve family wealth, legacy, and harmony across generations.",,
Family Office,FINA4423,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides students with a comprehensive and most up-to-date understanding of family office, as well as insiders’ view and practical aspects of family office. For university students who are about to graduate and are interested in entering into family office related sectors, having an in-depth understanding of family office will definitely help them better prepared for the future.",,"1. Understand the fundamentals of family business and the factors contributing to the longevity of family businesses. 2. Prepare for leadership and ownership succession. 3. Understand the need for transition from family business to family office. 4. Understand the fundamentals of family office, single family office vs multi family office. 5. Understand the definition and measurements of impact investments and be able to engage it practically. 6. Understand the different approaches and impacts of family philanthropy. 7. Design a suitable family governance structure. 8. Understand art collection and investment of family office.",,
Banking and Financial Intermediation,FINA4503,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course examines financial intermediaries with a particular emphasis on banks. It introduces students to the nature, purpose, and management of these institutions. The course also brings together the upstream issues in risk measurement and the regulative environment surrounding banks. By the end of this course, students will be able to understand the role of banks in the economy and the effects of frictions such as information asymmetry and agency costs on bank behavior. The course will start with the review of basic game theory.",,1. Explain why financial intermediaries exist in the economy and understand how they create value. 2. Explain informational frictions and agency costs in bank lending behavior. 3. Describe the risks banks take in their operations. 4. Understand the need and nature of bank regulations.,,
Risk Management,FINA4513,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course covers the role of risk management in supporting companies as they strive to balance the internal and external risk factors surrounding the operation of their business model against their various stakeholder obligations. Topics include a review of basic hedging strategies (knowledge of futures and options is pre-requisite), the theory and evidence on the value of corporate risk management, review of major surveys of risk management practices, business-case studies highlighting advanced derivatives and risk-management strategies, an illustrative model of integrated enterprise risk- management (featuring Monte-Carlo simulation), and student-led risk-management audits.",,"1. Understand how to identify, measure, and assess risks. 2. Design and implement advanced derivatives and hedging strategies to preserve and add value. 3. Analyze and evaluate risk factors by modeling their causes and effects through enterprise risk management frameworks. 4. Apply the risk management concepts and tools to various cases and scenarios.",,
Venture Capital Financing,FINA4603,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course covers the application of financial tools and techniques to the funding and valuation of an entrepreneurial venture. The course seeks to provide students with a background on the venture capital industry, the economic intuition underlying its features, and the basic tools required to work in the industry.",,"1. Understand the structure and key players of the venture capital industry. 2. Understand how venture capitalists identify, add, and capture value in portfolio companies. 3. Evaluate the incentives and roles of different stakeholders in the venture capital ecosystem. 4. Understand and assess the types of contracts used in VC deals, and how they influence control, risk, and returns. 5. Assess and value exit strategies, including IPOs, acquisitions, and secondary sales.",,
ESG Investing,FINA4703,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course focuses on the relevance of sustainability factors on financial performance of firms and securities. Topics in this course include the market terminology, practices, usages and impact of environmental, social and governance (ESG) factors and climate risk. Students will learn to analyze complex financial problems, adapt investment strategies to meet business needs, propose solutions that maximize stakeholder value, and apply ESG related concepts to the process of investment management and valuation.",,"1. Understand the definition and importance of ESG (Environmental, Social, and Governance). 2. Understand the tradeoff between financial and social returns. 3. Describe the trends in the asset management industry and impact investing. 4. Identify the channels through which impact investing improves sustainability. 5. Explain the relationship between ESG, impact investing, and firms’ performance.",,
Introduction to Artificial Intelligence and Big Data in Finance,FINA4713,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides an overview of the main branches of AI and Big Data, and exposes students to real-world industry use cases to help them understand the impact that AI will have on the finance industry. Upon completion of this course, students will be able to identify and leverage AI and Big Data to enhance and/or disrupt business models, while keeping in mind social and ethical considerations.",,"1. Understand the fundamental branches of Artificial Intelligence and Big Data. 2. Gain insight into the use cases of AI/Big Data within Finance and the Financial Markets. 3. Critically evaluate use cases of AI/Big Data from the perspective of data, technology, human capital and change management. 4. Identify concerns relating to the AI/Big Data from a regulatory, organizational, societal and personal standpoint. 5. Anticipate the future evolutions and potential ethical issues surrounding the impact of AI/Big Data.",,
Responsible Finance,FINA4723,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,This course is designed to give students a thorough overview of responsible finance and ESG. The first part covers fundamental topics related to ESG. The second part focuses more on project and firm valuation with an ESG perspective. It also covers financial models that will allow one to understand how to incorporate ESG factors in financial decisions.,,1. Identify and explain the driving forces of responsible finance. 2. Understand the objective of corporation. 3. Understand how investors can engage with firms in effective manners. 4. Apply tools and data sets to evaluate ESG performance. 5. Analyze corporate projects using ESG criteria. 6. Evaluate firm performance using ESG methods.,,
Quantitative Trading,FINA4803,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"For QFIN students in their fourth year of study only. This is a capstone course for final year students in the BSc Quantitative Finance program. Working in groups, the students will bring together all the knowledge learned in the program to develop and execute a quantitative trading strategy through a simulated platform. The instructor will guide the students through the following stages: (1) idea generation, (2) strategy backtesting, (3) risk management planning, (4) system development, (5) trade execution, and (6) performance evaluation. Students will also have the opportunity to develop their leadership and presentation skills.",,1. Develop a quantitative trading strategy. 2. Develop a risk management overlay. 3. Execute a trading strategy effectively. 4. Evaluate a trading strategy's performance. 5. Present a trading strategy in a professional manner.,,
Independent Study,FINA4919,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/FINA,2025-26,,,undergraduate,1.0,HKUST credits,2.0,"Directed study of selected issues in Finance. May be graded by letter, or P/F for different offerings. Instructor's approval is required for enrollment in the course. Subject to approval by the department, students may repeat the course once if a different topic is selected.",,1. Demonstrate an understanding of finance topics through independent research and literature review. 2. Apply appropriate data collection and analysis techniques to investigate a finance-related research question. 3. Generate insights and support evidence-based conclusions. 4. Communicate research findings clearly and professionally through written reports and/or oral presentations.,,
Marketing and Society,MARK1220,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course will challenge the dynamics of marketing and the role it plays within a social, sustainable and ethical context in various industries. Current social issues affecting marketing decisions within the context of business strategy will be explored. Students will understand the dynamics of marketing decision-making and the impact these decisions have on society's well-being with a focus on sustainability. Students should be able to: (i) appreciate the variety of social, political and economic forces affecting marketing organizations at the global and local level; (ii) identify/analyze current public issues in the interplay between marketing and society, such as advertising to children, addressing health and poverty issues, resource conservation, and climate change; (iii) critically evaluate the debates around the societal and ethical responsibilities of marketers; (iv) apply the above learning to real world cases. Students will gain the ability to apply basic theoretical and analytical frameworks to real world marketing problems and cases and reflect on their own behavior and experiences as consumers.",,"1. Identify and analyze current public issues in the interplay between marketing and society, such as social goods, health and poverty, resource conservation, climate change, consumerism, and conduct of societal marketing strategies and tactics 2. Identify, explain and evaluate the variety of social, political and economic forces affecting marketing organizations at the global and local level as the organization deals with its triple bottom-line objective benefits to the consumer, benefits to the company/ organization, and benefits to the society in general 3. Discuss ways in which the issue of environmental sustainability becomes part of a marketer’s positioning strategy 4. Critically evaluate the debates around the ethical and social responsibilities of marketers to fulfill the triple bottom-line objectives 5. Explain and discuss application of societal and sustainable marketing strategies in real world cases and situation",,
Consumerism and Happiness,MARK1230,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"We live in an age where consumption seems to be increasing without bounds, resulting in a consumeristic lifestyle. However, the question on whether increasing consumption results in happiness has remained very relevant with the passage of time. This course will examine the historical, cultural, psychological, religious, and economic perspectives on consumerism and the role of marketing in influencing a person’s self-identity and consumption attitudes. It will also examine how consumerism affects things that are important to many-- including personal finances, time with family and friends, the environment, and economic growth. The course will also look at how business, government and non-governmental organizations attempt to manage consumerism in their policies and strategies.",,1. Identify and explain key societal and behavioral issues related to consumerism and happiness 2. Explain consumerism from different social scientific approaches 3. Make better decisions related to material possessions and personal finances 4. Explain how organizations may address the issue of consumerism in the conduct of their business,,
Marketing Management,MARK2120,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Introduction to marketing from the perspective of the decision-maker; controllable variables (product, price, promotion and distribution), uncontrollable variables (competition, law, society, technology, and economy), consumer behavior and marketing research.",,"1. Acquire an understanding of basic marketing concepts. 2. Understand the strategic role of marketing. 3. Describe elements of the marketing mix and explain how they contribute to marketing strategy. 4. Identify and address the key decisions facing marketing managers. 5. Analyze market data to identify opportunities, Formulate market strategy, and interpret their implications for strategic planning. 6. Demonstrate a global outlook and an understanding of cultural diversity. 7. Apply business concepts and theories to make proper business decisions in real-life settings.",,
Marketing Research,MARK3220,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Basic research tools and procedures used in marketing research, and strategic uses of marketing research information in managerial decision making.",,"1. Evaluate the effectiveness of marketing research in improving marketing outcomes and explain the role of marketing research in segmentation, targeting, positioning, and other marketing functions. 2. Describe the process of conducting a marketing research project. 3. Develop research skills to conduct common types of market research.",,
Promotion and Advertising Management,MARK3410,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Major aspects of promotion, with emphasis on advertising: setting of advertising objectives, strategies, tactics, choice of media, budget determination and measuring advertising effectiveness.",,"1. Acquire an understanding of the marketing communication process. 2. Understand the role of promotion and advertising in strategic marketing. 3. Analyze and evaluate the key issues involved in planning and assessing integrated marketing communications strategies. 4. Apply the appropriate theories and tools to plan, develop, and evaluate marketing communications. 5. Design and implement a strategic marketing communication campaign through applied, hands-on experience. 6. Apply business concepts and theories in making proper business decisions in real-life Settings.",,
Consumer Behavior,MARK3420,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Psychological concepts such as perception, learning and motivation, sociological concepts such as reference groups, family and culture and theories of purchase decision processes underlying consumer buying behavior.",,"1. Demonstrate a thorough understanding of the mental processes that guide consumer perceptions, attitudes, memory, and choices. 2. Analyze how these processes might differ as a consequence of social, cultural, and group influences. 3. Apply this knowledge to generate integrated and effective marketing strategies and tactics. 4. Forumulate recommendations if needed for public policy to protect consumer rights.",,
Global Marketing,MARK3430,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Understanding the formulation of international/multinational marketing strategy; factors influencing international trade, assessment of market potential, threats and opportunities in the international market environment, global marketing activities.",,"1. Analyze the global business environment—including economic, cultural, and legal-political factors—and apply these insights to the development of effective marketing strategies and tactics. 2. Assess and address the needs of global consumers. 3. Demonstarte an ability to prepare go-to-market strategies for new markets. 4. Develop targeting and positioning strategies in a global environment. 5. Develop and formulate global marketing mix strategies and tactics. 6. Understand the challenges of marketing operations in emerging markets. 7. Comprehend the role and impact of sustainability on global marketing operations.",,
Retail management in the digital age,MARK3460,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"This course explores the critical concepts and strategies that define the modern retail landscape. It examines the impact of technology on retail operations, consumer behavior, and market dynamics. Students will learn about emerging trends such as e-commerce, mobile shopping, and data analytics, while also gaining insights into effective merchandising, customer engagement, and supply chain management. Through case studies, interactive discussions, and hands-on projects, students will develop the skills needed to thrive in a rapidly evolving retail environment and understand how to meet the demands of today's tech-savvy consumers.",,"1. Understand the concept of retailing from a customer-centric perspective. 2. Analyze customers’ shopping behavior to inform retail strategies. 3. Develop effective retailing strategies based on consumer buying motivations. 4. Evaluate key topics such as in-store space management, pricing, and promotion. 5. Gain insights relevant to careers in retail, wholesaling, manufacturing, advertising, and logistics. Explain and evaluate career opportunities in retail, wholesaling, manufacturing, advertising, and logistics. 6. Build a foundational knowledge of merchandising, pricing, promotion, and site selection in retailing. Describe and explain the fundamental concepts of merchandising, pricing and promotion in retailing.",,
Pricing Strategy,MARK3480,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,This course is designed to deepen understanding of pricing issues which marketing managers may face under some degree of market power. The course will develop basic pricing theories and concepts from economics and marketing and present managerial implications for decision making.,,"1. Apply the Value Based Pricing Framework to formulate pricing decisions. 2. Understand how to estimate consumers’ willingness to pay and its role in pricing decisions. 3. Explain the impact of psychological factors on consumers’ willingness to pay. 4. Understand the role of price segmentation in developing pricing strategies, such as promotions, versioning, bundling, and subscriptions. 5. Understand the role and effectiveness of innovative pricing strategies, such as revenue management, freemiums, and online auctions. 6. Understand the role of ethics and legal issues in pricing decisions.",,
Business to Business Marketing,MARK3510,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"The fundamental character of business markets and the decision-making nature of organizational customers; different approaches to business marketing, as typified in the relationships between buyers and sellers, and built around the concept of value; current trends changing the face of business-to-business marketing; critical analysis and problem-solving with respect to business market management.",,"1. Understand the nature, structure, and distinguishing characteristics of business-to-business markets. 2. Develop and apply a framework to analyse organizational buying behavior across commercial, enterprises (large and small) as well as government, and institutional buyers. 3. Apply demand analysis and segmentation techniques to the business market. 4. Develop effective sales and marketing strategies and tactics in product and service management, pricing, promotion, distribution, and sales to take advantage of business marketing opportunities.",,
Digital Marketing,MARK3610,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Digital Marketing has reshaped the consumer landscape, and it is offering business new challenges and opportunities. In this course, students will learn important concepts related to digital marketing, factors that facilitate effective digital marketing initiative, and a consumer-centric approach to develop marketing plans. Students will also have hands-on experiences with web analytics and other real-life examples.",,"1. Develop theoretical basis for digital consumer behavior. 2. Understand the key characteristics digital environment to develop insights for yourself as a marketer, but also as a consumer. 3. Acquire hands-on experience using web analytics tools for data-driven marketing. 4. Develop skills to visualize and present analytical results. 5. Learn how to develop a digital marketing strategy based on real-life examples. 6. Familiarize yourself to opportunities and challenges offered by new marketing channels. 7. Utilize generative AI and latest technology for marketing campaigns.",,
Marketing Analytics,MARK3620,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"This course develops the foundation and integrated framework for understanding marketing analytics. It introduces major applications of data analytics in marketing, including customer analytics, product analytics, pricing analytics, and advertising analytics.",,"1. Understand why and where marketing analytics are needed. 2. Understand basic and some advanced regression methods. 3. Understand basic principles of predictive models. 4. Understand principles and practices of field experiments. 5. Familiarize basic applications related customer, advertising, product, and pricing.",,
Strategic Marketing,MARK4210,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Developing a comprehensive and integrated framework for directing and managing the marketing functions of a company; methods to analyze marketing opportunities, assess competitive advantages and forecast market changes.",,"1. Apply the key concepts and theoretical frameworks, and practical knowledge, to solve marketing problems using both qualitative and quantitative analyses. 2. Criticially think and evaluate the challenges to make strategic marketing decisions.",,
Brand Management,MARK4450,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"This course is designed to help students develop a practical understanding of the tools, rules, and strategies of brand management. By the end of the semester, students will be able to assess critical aspects of a branding strategy such as: how to introduce and name new products; how to interpret brand performance; and how to manage a brand over time, product categories, and geographical markets. MARK 4450 is intended for individuals considering careers at senior levels of corporate management or as consultants in strategy firms, ad agencies, and market research companies.",,1. Assess critical aspects of brand management. 2. Design brand positioning strategies. 3. Generate brand resonance. 4. Evaluate appropriate brand elements. 5. Leverage secondary brand associations. 6. Manage a brand over time and across various geographical markets.,,
Independent Study,MARK4980,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MARK,2025-26,,,undergraduate,2.0,HKUST credits,4.0,Directed study of selected problems in marketing not covered in other courses. May be repeated for credits if different topics are taken.,,1. Demonstrate an in-depth and substantial knowledge and understanding on the topic chosen for the independent study. 2. Apply suitable business theories and framework to analyze and evaluate data relevant to the topic chosen for the independent study. 3. Develop and demonstrate critical thinking skills.,,
Introduction to Management,MGMT1110,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MGMT,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides students with a systematic approach to acquiring a solid foundation in the principles and current practices of management. The focus of the course is about the interaction between individuals (managers) and the organization. We will explore what managers do through discussion of the four fundamental functions of managers, namely planning, organizing, leading and controlling. Topics include: evolution of management theories, environmental influences on management, organizational culture, strategic management, organizational design, change management, organizational control and human resources management.",,1. Explain what management is and what managers do 2. Analyze global and task environmental influences on management 3. Practice ethical management behaviors through an understanding of ethical dilemmas in management issues 4. Develop basic management skills with respect to:- Analyze strategic management issues (planning function)- Evaluate the impact of various organizational designs (organizing function)- Apply leadership concepts in managing organizational change (leading function)- Evaluate the effectiveness of organizational control systems (controlling function),,
Developing the Leader in You,MGMT1120,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MGMT,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Leading people effectively is a tremendous challenge, a great opportunity, and a serious responsibility. This course is about developing your full potential as a leader. The focus will be on skills development so that you can use leadership theories and concepts to improve your leadership skills. Topics include leadership traits and behavior theories, leadership values, the team concept and group dynamics and leader as coach and developer of people. Interactive class activities will be conducted including videos, discussions and self-assessment exercises.",,"1. Identify and discuss the power and pitfalls of leadership 2. Explain the power of leadership with reference to different leadership styles, which includes Legitimate, Coercive, Referent, Charisma, Expert, Information, Reward, Moral, Connection and Founder 3. Identify and explain with justifications about your leadership style 4. Apply your leadership style across various situations where time, resources and knowledge is limited 5. Practice ethical behaviors through an understanding of ethical dilemmas",,
Traps and Pitfalls in Judgment and Decision Making,MGMT1130,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MGMT,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Decision making is a central human activity, but how good are we at it? Scientific evidence suggests that our decisions are often biased and flawed, resulting in disappointing or even disastrous outcomes. This course draws upon contemporary research in psychology and other social sciences to better understand how it is that people make decisions, and why those decisions are often made badly. The course will emphasize a theoretical understanding of human decision making, as well as a comprehension of the real world implications of our mistakes both for us and for our society, and what, if anything, can be done about it.",,"1. Describe major limits of human cognition that cause errors in judgment and decision-making 2. Describe major biases in judgment and decision-making, and explain the psychological mechanisms underlying those biases 3. Discuss the real world implications of our judgment and decision biases for us and for our society, and suggest what can be done to steer people toward better decisions 4. Work effectively in a team 5. Communicate ideas persuasively and professionally",,
Business Ethics and the Individual,MGMT2010,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MGMT,2025-26,,,undergraduate,2.0,HKUST credits,4.0,"This course presents and exemplifies three major traditions of ethical thought in East and West moral philosophy - namely utilitarianism, principle-based ethics and virtue-based ethics. Employing guest speakers, lectures, cases, contemporary readings, role-plays, fieldwork, reflective student writing, and discussion groups, the course engages students in a serious consideration of their own ethical standards as applied to their present academic environment and their future careers. Students come to understand through this course that while an ethical dilemma may be viewed in various ways depending on one's guiding assumptions, a decision and course of action nevertheless must be chosen in harmony with one's own moral convictions. For Business students only.",,"1. Understand core concepts and principles of business ethics as applied to contexts with which students are most familiar, including academic integrity. 2. Describe and practice a logical course of decision-making for reaching ethical conclusions. 3. Indentify and describe ethical problems and opportunities involved in academic and business life. 4. Understand and prioritize complementary and conflicting ethical points of view. 5. Provide succinct summaries of central schools of ethical thought. 6. Make progress in coming to a personal set of ethical principles to be applied in their study and career. 7. Appreciate and promulgate the necessity for ethical behavior and leadership to academic and business enterprise at all levels. 8. Write about and discuss ethical issues cogently and persuasively with internal and external audiences.",,
New Venture Creation,MGMT2011,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MGMT,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course introduces students to the fundamental knowledge, mindset, and skill sets required to create and manage new ventures. Through a combination of theory, practical exercises, case studies, and projects, students will learn to recognise, assess, and articulate new opportunities for entrepreneurial ventures, generate innovative business ideas based on technological concepts, and understand the resources and strategies necessary for implementation. Students will be exposed to the real-world challenges of creating a new technical venture and will acquire the essential knowledge and skills for setting up and managing a venture. The course also help participants develop a greater awareness of their personal goals, strengths and limitations in venture creation and growth. Instructor's approval is required for enrollment in the course.",,"1. Understand the process of designing a new venture concept from a technical idea and developing innovative business model for implementation. 2. Develop practical strategies for identifying, evaluating, and exploiting business opportunity. 3. Understand the process and acquire fundamental knowledge and skillset in creating a new venture, developing viable business models, and making business plan. 4. Effectively communicate and articulate the value proposition of a new venture to investors, stakeholders, and decision makers. 5. Demonstrate foundational business literacy to evaluate the resource required for implementing the designed concept and business model.",,
Organizational Behavior,MGMT2110,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/MGMT,2025-26,,,undergraduate,3.0,HKUST credits,6.0,Human behavior and behavioral issues in organizations studied from the perspective of the individual and that of the organization.,,"1. Demonstrate your understanding of major concepts and theories in OB. 2. Analyze management issues at the individual, team and organizational levels critically and creatively.a. Being critical refers to the application of OB theories to solving organizational problems in a manner that shows your awareness of (i) exactly how the theory of your choice applies to the issue being analyzed and (ii) the risks and benefits associated with each solution suggested.b. Being creative refers to finding solutions to management issues not necessarily referred to in your textbook, as long as such solutions are theoretically justified. 3. Apply concepts and theories in OB learned in this course to solve business problems. 4. Communicate and present your ideas clearly, persuasively, and professionally (through writing, presentations, and discussions). 5. Enhance your personal ability to function effectively in a multicultural settings. 6. Develop an understanding of personal strengths and weaknesses in organizational contexts.",,
