course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Discrete Mathematics,MATH120,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH120&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Discrete mathematics is that part of mathematics not involving limit processes. It includes logic, the integers, finite structures, sets and networks.",,,,
Multivariable Calculus,MATH201,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH201&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course deals with techniques in multivariable calculus and vector calculus which have applications in many areas of science, commerce and engineering. It is also preparation for many courses in advanced mathematics.",,,,
Differential Equations,MATH202,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH202&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course deals with analytical, numerical, and geometric techniques for differential equations, including applications.",,,,
Linear Algebra,MATH203,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH203&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Linear algebra is a key part of the mathematician's toolkit and has applications to many areas in science, commerce and engineering. This course develops the fundamental concepts of linear algebra, including vector spaces, linear transformations, eigenvalues, and orthogonality. Emphasis is placed on understanding both abstract mathematical structures and their concrete applications.",,"After successful completion of this course, you will Be proficient in the standard techniques of linear algebra. Understand why these techniques work. Be able to use these techniques in a variety of applications. Have developed problem solving skills. Have developed written and oral communications skills, emphasising the ability to explain what the mathematics means.",,
Discrete Mathematics and Cryptography,MATH220,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH220&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Discrete mathematics underpins many areas of modern-day science. This course is an introduction to graph theory and cryptography, two central topics in discrete mathematics.",,,,
"Logic, Automata, and Computability",MATH230,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH230&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introduction to various formal logics, the theory of automata, and the theoretical limitations of the computer.",,,,
Introduction to Analysis,MATH240,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH240&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course will develop the students’ skills in mathematically rigorous thinking through the study of analysis, one of the fundamental subjects within mathematics. Throughout the course, students will acquire the necessary tools to formulate and prove results about a range of topics, including the real number system and limits.",,,,
Mathematical Modelling and Computation 2,MATH270,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH270&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Use of the Python language for numerical methods, including solutions of systems of linear equations, solution of ordinary differential equations and systems of differential equations, boundary value problems, approximation techniques, area integration, statistics, random number generation, and Monte Carlo integration. Modelling projects and applications.",,,,
Partial Differential Equations,MATH302,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH302&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,An introduction to the methods of solution for partial differential equations and to their applications.,,,,
Applied Matrix Algebra,MATH303,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH303&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,A continuation of 200-level linear algebra with computational and theoretical aspects and applications.,,,,
Discrete Mathematics,MATH320,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH320&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"Discrete mathematics underpins many areas of modern-day science. In this course, we explore selected topics in discrete mathematics in greater depth and detail. In particular, we investigate some technical methods that allow for elegant solutions to more advanced enumeration questions, and we explore the structural properties of directed graphs and partially-ordered sets (posets).",,,,
Rings and Fields,MATH321,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH321&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introduction to fields and rings, including applications to coding theory and the impossibility of constructions such as ‘squaring the circle’.",,,,
Cryptography and Coding Theory,MATH324,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH324&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course deals with the mathematical ideas underlying modern cryptography, including algebra, number theory and probability theory.",,,,
"Metric, Normed and Hilbert Spaces",MATH343,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH343&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introduction to those parts of modern analysis essential for many aspects of pure and applied mathematics, physics, economics and finance.",,,,
Computational Mathematics and Applications,MATH353,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH353&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course looks at a variety of methods for solving important computational problems that arise in science, engineering and commerce. In addition to applications, we will look at the methods' basic theoretical properties (stability, accuracy, computational complexity, convergence). During the course, you will learn about the performance of the methods through examples and counterexamples that highlight their pros and cons.",,,,
Dynamical Systems,MATH363,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH363&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"An introduction to nonlinear systems, the use of linearisation techniques and bifurcation theory.",,"To develop insight into the qualitative behaviour of the solutions to differential equations; in particular, the effects of nonlinearity To obtain a greater understanding of the use of differential equations in modelling physical systems; including the role of parameters, and the interplay between solutions to the model and experiments To apply relevant computational and geometric techniques to analyse systems of differential equations; and to communicate the mathematical results clearly and coherently",,
Applications of Complex Variables,MATH365,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH365&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,Applications of complex variable theory in the physical and engineering sciences. Contour integration. Conformal mappings.,,,,
Mathematics in Perspective,MATH380,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH380&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Topics in the history, philosophy, directions and culture of mathematics including significant results from the past and an outline of some major areas of progress in the 20th century.",,,,
Special Topic,MATH391,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH391&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,This special topic will allow flexibility to offer new or one-off courses of strategic importance to the Department. Its potential uses include: new staff developing a course in their areas of research specialisation; visiting Erskine fellows offering courses covering exciting new developments.,,,,
Special Topic,MATH392,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH392&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,This special topic will allow flexibility to offer new or one-off courses of strategic importance to the Department. Its potential uses include: new staff developing a course in their areas of research specialisation; visiting Erskine fellows offering courses covering exciting new developments.,,,,
Individual Course of Study,MATH393,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH393&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,Individual Course of Study,,,,
Individual Course of Study,MATH394,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MATH394&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,Individual Course of Study,,,,
Fundamentals of Management,MGMT100,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT100&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introduction to the fundamental principles of management related to the functional areas of planning, organising, leading and controlling, as well as an introduction to how organisations are linked to the New Zealand and global business environment.",,"The objectives of the course are: 1. Recognise the principles of planning, organising, leading and controlling in management. 2. Apply management concepts to analyse and reflect on key organisational and managerial issues. 3. Understand the bicultural, local and global environmental context in which organisations operate. 4. Understand how social, cultural and ethical perspectives can influence the understanding of a given management-related issue. 5. Enhance awareness of Treaty of Waitangi principles as they are applied in business and management in Aotearoa New Zealand. 6. Enhance teamwork and written communication skills.",Quizzes (20%) Workshops (30%) Mid-term test (10%) Final Examination (40%),Textbooks / Resources There is no specific textbook. The readings for each week will be available on Learn
Managerial Decision Making,MGMT170,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT170&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course introduces basic managerial decision-making tools and their application to business. The topics include project management, forecasting, inventory management, cost-benefit analysis and decision-making. The course develops problem solving skills, an invaluable tool for modern business.",,"B.Com Learning Goals 1. Graduates can demonstrate advanced knowledge of their selected subject major, informed by the broader context of commerce. * The quiz, test and exam are opportunities to demonstrate advanced knowledge in using managerial decision making tools. Advanced knowledge will also be assessed in the midterm test and final exam. 2. Graduates are able to use analytical thinking and problem-solving skills to address specific problems. * The test and exam all require application of theories to analytical thinking and problem-solving skills. 3. Graduates can understand issues from a range of ethical, global and multicultural perspectives. * Not covered specifically in this course. 4. Graduates are able to communicate effectively both orally and in written form. * Not covered specifically in this course. Course Learning Outcomes The central aims of this course (for students) are to: understand the core concepts of Operations Management; use mathematical tools and techniques to aid decision-making and planning; enhance the level of critical thinking; and Learning Objectives, BCom To achieve these, the course objectives (for students) are to: understand the disciplines of Operations and Supply Chain Management and their role in business and other decision-making; gain an overview of the process of developing and using a quantitative techniques in decision making and planning; interpret the outcome of quantitative techniques to gain insights which could be applied to different context of interest; identify underlying assumptions and approximations in simple models; use different decision making tools such as inventory control models, project management tools (e.g. critical path method), forecasting techniques, queuing models, decision tree, and multiple criteria on decision. For quality assurance purposes the School is required to hold on record a number of assessment pieces as examples of differing standards of work. If you have any objections to the school holding your assessment for this purpose then email the course coordinator to ensure your assignment is not used for this purpose.",,"Textbooks / Resources Required Texts Collier, David A. , Evans, James R; OM 6 : Operations and supply chain management ; Student edition; Centage Learning, 2017. Collier, David A. , Evans, James R; OM6 ; Student edition; Centage Learning, 2017. The required textbook will be used for many of the lectures. Other reading content outside of this text will be provided through Learn"
Organisational Behaviour,MGMT206,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT206&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course provides an introduction to the study of human behavior within organisational settings. Students will explore and apply foundational theories to understand how individuals, groups, and structures influence organisational dynamics and outcomes. Examples topic areas include personality, motivation, group & team dynamics, leadership, organisational culture, and change management. Through a blend of lectures and interactive activities, students will develop an understanding of the psychological and sociological factors that drive individudal and group behaviour in organisations.",,"1. Apply organisational behaviour principles, concepts and theories and the findings from organisational studies research to understand individual/group/organisational issues. 2. Analyse and critically evaluate human behaviour in the context of an organisational setting. All pieces of assessment require you to understand and apply OB principles, concepts and theories.",Mid Term Test (30%) Workshops x5 (25%) Final Exam (45%),"Textbooks / Resources Required Texts McShane, Steven and Von Glinow, Mary; Organizational Behavior : Emerging Knowledge. Global Reality ; 10; McGraw-Hill US Higher Ed ISE, 2023."
Principles of Human Resource Management,MGMT207,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT207&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,This course covers the principles of human resource management (HRM) - its major functional areas and the major theories that are the basis for modern HRM practices.,,"Having completed this course students will be able to: 1. Demonstrate an understanding of human resource management and discuss the evolution of this field of management to its present integrated contemporary form. 2. Demonstrate an understanding of the New Zealand and international context of human resource management. 3. Define the importance of workforce planning within the context of strategic human resource management and in relation to job analysis. 4. Understand and apply the major functional areas of human resource management, including job analysis, recruitment, selection and performance management. Application of this understanding will be assessed by means of a major group (pair) assignment. 5. Demonstrate an understanding of how human resource development strategies can be applied at both the individual and organisational level. 6. Discuss the attraction, retention and motivation of employees through appropriate reward and remuneration strategies. 7. Demonstrate an appreciation for the contribution that the HR function can make in creating healthy and safe workplaces. 8. Discuss strategic human resource management and the fit between human resource strategy and organisational strategy.",Assignment Module 1 (12%) Assignment Module 2 (15%) Assignment Module 3 (21%) Assignment Module 4 (12%) Final Exam (40%),"Textbooks / Resources Required Texts Stone, Raymond J; Human resource management ; 11; John Wiley & Sons Australia, 2024. Please note that the textbook is available in both print AND digital format through Wiley Direct. You can purchase a copy of the electronic version at: Home (ipublishcentral.net) Additional readings will also be made available via LEARN"
International Business,MGMT221,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT221&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course introduces the major topics in International Business, including comparative environmental frameworks, government and economic influences, import/export, and organisation of international business. The course emphasises the pervasive repercussions of global issues on contemporary business management and the role of the business owner or executive manager.",,"The objectives of the course are (related to the specific BCom Learning Outcomes in brackets): 1. Recognise the main contemporary international, supra-national and global strategic impacts upon organisations. The final exam is an opportunity to demonstrate knowledge of international business theory and practice (BCom LO1.1.1 Students can explain and/or apply theory, concepts, models or reasoning from their selected subject major to a problem/issue/ context). 2. Explain the different roles Multinational Enterprises and Small-and-Medium-sized Enterprises play in international business. The Learn quizzes help assess this (BCom LO1.1.1 Students can explain and/or apply theory, concepts, models or reasoning from their selected subject major to a problem/issue/ context). 3. Interpret spatial strategic situations, evaluate strategic choices and identify nascent strategic options firms have chosen in response to spatial impacts. The group project requires application of theories and techniques to an organisation’s strategy problems (BCom LO4.1.1 Students have engaged with a business, not-for-profit organisation, government department, professional society, professional community or local community and have evaluated their experience). 4. Manage a group project involving the effective delegation of specific analytical, writing and editing tasks and the coordination of all team members over the entire project period; and the on-time delivery of the final project report (BCom LO2.1.5. Students can work effectively in a team in order to reach a common goal). 5. Write a report on the strategic situation and chosen strategies relating to a particular firm’s product with an international dimension. This is through the group project (BCom LO2.1.4. Students can write a report/essay on a problem/issue/situation/scenario that: a. incorporates content at an appropriate level of detail; b. is logically structured; c. is presented professionally using correct English, referencing and appropriate resources). 6. Demonstrate knowledge of the business environment of specific regions/countries that are of increasing importance to internationalising companies. The Learn quizzes help evaluate this (BCom LO5.1.1. Students can identify, consider and debate perspectives, processes and impacts relating to globalisation and localisation in different contexts, drawing on theory and practice when considering issues in their discipline or field of study). 7. Review and interpret salient international and national cultural influences upon organizations. This is a specific lecture topic, and Learn quizzes help assess this (BCom LO5.1.2. Students can identify, consider and debate perspectives, processes and impacts relating to the culture and identity of multiple stakeholders, drawing on theory and practice when considering issues in their discipline or field of study).",Weekly Quizzes (on Learn) (20%) Group Project (30%) Final Examination (50%),"Textbooks / Resources Required Texts Collinson, Simon; Narula, Rajneesh & Rugman, Alan; International Business ; Ninth Edition; Pearson, 2024. Do not use previous editions of the textbook, since much of the material will be out-of-date. Other material will be posted on the course Learn website."
Innovation Management,MGMT223,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT223&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course introduces the theories and practices of innovation management. The course examines areas including the role of innovation for growth and wealth creation, effective innovation processes and the associated management issues, and the characteristics of innovative organisations.",,"Students completing this course will be able to: 1. Understand the role of innovation for growth and wealth creation. 2. Demonstrate an understanding of the characteristics of innovative organisations. 3. Apply creativity models to assist the creative front end of innovation. 4. Demonstrate a broad view of innovation including business models, disruptive innovation, open innovation, and innovation networks. 5. Assemble and critique key elements of a business case for innovation. 6. Outline what makes an effective innovation process. 7. Debate approaches to managing knowledge and intellectual property in innovation. 8. Reflect critically on the dynamics and trade-offs involved in managing an innovation project. 9. Integrate and apply their knowledge of innovation management to a practical innovation project.",,"Textbooks / Resources Required Texts Goffin, Keith, Mitchell, Rick; Innovation Management: effective strategy and implementation ; Third edition; Bloomsbury, 2017. Additional materials will be posted on Learn ."
Management in Emerging Markets,MGMT224,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT224&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"The course provides a theoretically grounded overview of key issues, opportunities and challenges that emerging markets and their multinational corporations face in global business, as well as the activities of firms from other countries doing business in and with emerging country institutions. Emerging markets are having a major impact on the global economic and geopolitical environment. The high growth of trade and talent to and from emerging markets generates significant investment opportunities in and from emerging markets. The benefits apply to the foreign investors who provide a much-needed influx of capital as well as the emerging markets as they transition from primary economies to more developed economies. The course focuses on international operations from emerging markets as well as international operations in emerging markets. Future managers need to have a solid understanding of the operating environment in emerging markets and related business opportunities and risks, as well as potential competitors and allies from emerging nations. Students will become familiar with and examine differences and similarities between major emerging markets.",,,"AI use, criticism & reflection: Literature review (35%) Case Study Project (35%) Final Exam (30%)",
"Business, Society and the Environment",MGMT230,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT230&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course is a general introduction to the changing responsibilities of business to society and the environment. This course is designed to 1) help you to understand current perspectives on the impact of business on climate change globalisation, and consumerism, and, 2) to help you analyse and develop ways in which business organisations respond ethically to the needs of society and the environment. Each of the topics is addressed at a global, national and organisational level.",,"The objectives of the course are: 1. Identify and discuss forces that shape business activities and vice-versa. In particular, the environment and consumerism. 2. Identify and discuss conflicting ideologies of the social and environmental responsibilities of business and how these affect business practices. 3. Identify useful and successful practices for responding to the needs of society and the environment. 4. Evaluate these practices in relation to a sample of New Zealand companies.",Volunteering Experience and Reflection (30%) Circular Economy Analysis (30%) Final Exam (40%),Textbooks / Resources This course has weekly online readings for students which can be access via the library and uploaded onto Learn where possible.
Organisational Change and Transformation,MGMT232,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT232&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Change, whether strategic or responsive, remains a perpetual force in both organisational life and personal spheres. Leaders and managers play a pivotal role in identifying, executing, and guiding changes in mission, vision, values, culture, strategy, resource management, and performance. Such responsibility extends to considering external forces when orchestrating internal change and transformation. This course covers the competencies required for change management and organisational transformation. We look at various change types and their triggers, indigenous, Maori and Pasifika perspectives on change, implementation strategies, obstacles to change, cultural responsiveness in approaching change, and sustaining change over time.",,,,
Fundamentals of Entrepreneurship,MGMT241,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT241&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course focuses on the journey of ‘the entrepreneur’ is designed for those who wish to gain an understanding of the fundamentals of entrepreneurship. The course discusses the entrepreneur as a business operative and elaborate on entrepreneurial diversity and practices. It elaborates on who is an 'entrepreneur', the nature of entrepreneurship, and types of enterprises. Specific topics discussed in the course include, but are not limited to, corporate entrepreneurship, social/sustainable entrepreneurship, Maori and Pacific enterprises, and small/family businesses.",,"The objectives of the course are: 1. Develop an understanding of the entrepreneur, principles, theory and practices; 2. Apply entrepreneurial principles and are able to critically evaluate entrepreneurial issues; 3. Discuss the diverse nature of entrepreneurship in biculturalism in Aotearoa New Zealand 4. Enhance problem solving, teamwork and written communication skills.",Final Exam (45%) In-class activity/reflection (30%) Mid-term Test/Quiz (25%),"Textbooks / Resources Recommended Reading Barringer, B.R. and Ireland, R.D; Entrepreneurship: Successfully Launching New Ventures ; 7th; Pearson Education, 2024. Frederick, H/O’Connor, A. /Kuratko, D.F; Entrepreneurship: Theory/Process/Practice ; 5th Asia-Pacific edition; Cengage Publishing, 2019. Kuratko D.F; Entrepreneurship: Theory/Process/Practice ; 11/12; Cengage Publishing, 2020."
Startup Entrepreneurship,MGMT244,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT244&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This is a six week Block Course run in Term 3, and is designed for those interested in the theory and practice which underpins turning an innovative product or service into a business venture. The main focus of this course is developing students understanding of how entrepreneurs engage in the new venture creation process. The course lectures explore issues such as: the nature of entrepreneurship, the processes and practices behind business startups, and the theories underpinning small business development and growth. Workshops will give students the opportunity to work in teams on a new venture idea. Please note, workshop participation in this course is mandatory.",,,,
Operations Management,MGMT270,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT270&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"An introductory course in OM which provides an overview of topics fundamental to Supply Chain Management: operations strategy, strategic capacity planning, logistics, facility location, data management and forecasting. Ideas from these topics are then integrated via the playing of The Supply Chain Game.",,"The outcomes of the course are: 1.Students will be able to demonstrate an understanding of theory, concepts, models or reasoning in operations and supply chain management related to specific problems/issues/contexts as discussed throughout the course. 2.Students will be able to critique concepts, models or reasoning in operations and supply chain management, so as to suggest solutions and managerial recommendations. 3.Students will understand the role of operations and supply chain management within the global business context here.",Exam (40%) Weekly Workshops (25%) Mid-semester Test (35%),"Textbooks / Resources Required Texts David A. Collier and James Evans; Operations and Supply Chain Management ; 3; Cengage, 2023."
Service Operations Management,MGMT272,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT272&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course examines service operations management, focusing on how organisations design, manage, and improve service delivery. As the service sector grows, effective operations management is essential for efficiency, customer satisfaction, and organisational success. New Zealand’s economy, heavily reliant on industries like tourism, healthcare, and retail, provides a unique context for exploring these concepts. Through real-world examples from public services, business-to-business operations, and hospitality, students will analyse key operational decisions, challenges, and strategies. Integrating process improvement and strategic operations management, the course offers a holistic view of service performance. By the end, students will gain practical insights into optimising processes, managing resources, and aligning operations with organisational goals.",,"The outcomes of the course are: 1. Demonstrate an understanding of key theories, concepts, and models in service operations, including service strategy, service design, and performance management, by applying them to real-world cases. 2. Critically evaluate service processes, resource management, and capacity planning to identify operational challenges and propose data-driven solutions for improving service performance. 3. Develop data-driven solutions that enhance service performance while promoting sustainability, ethical business practices, and cultural responsibility. 4. Understand the role of service operations in driving innovation and continuous improvement, applying best practices from diverse service industries to enhance operational efficiency and organisational resilience.",Final Exam (45%) Workshops Contributions (25%) Reflective Report- Simulation (30%),
Logistics & Retail Distribution Management,MGMT273,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT273&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course provides a comprehensive overview of logistics and retail distribution, focusing on the strategies and challenges involved in efficiently moving goods from manufacturers to consumers while integrating the United Nations Sustainable Development Goals (UNSDGs). Students will explore how firms' structure and coordinate their distribution networks to ensure products reach consumers effectively while balancing cost, service levels, and market responsiveness. The course highlights the role of technology, consumer behaviour, and supply chain partnerships in shaping modern retail distribution strategies, with a focus on New Zealand’s unique geographic, regulatory, and market challenges. Through case studies and practical applications, students will develop the skills to contribute to sustainable and efficient retail supply chains in New Zealand and beyond.",,,Tutorial Contributions (25%) Mid-semester test (35%) Final exam (40%),
Procurement,MGMT274,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT274&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"Every organisation, operating in either public or private sectors depends on materials or services from another organisation as no single organisation is self-sufficient. Therefore, procurement is one of the critical business functions of every organization. It ensures the effective and efficient purchase of materials/services from other organisations to meet customer demand. This course is designed to offer an overview of various activities involved in the procurement function. It covers topics such as category management; supplier evaluation, selection and development; strategic sourcing, negotiation, contract management, ethical and sustainable procurement and digital procurement.",,,Tutorial workshop based on Case Discussion (20%) Mid Semester Test (40%) Final Exam (40%),
Leading and Managing People: Essential Employment Frameworks,MGMT303,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT303&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,"This course addresses the essential frameworks needed for managing people in New Zealand workplaces. It examines the psychological and legal influences that shape how staff are employed and led. It covers the specific obligations and responsibilities involved in key employment processes such as recruitment, performance management, dispute resolution, termination, organisational change, and collective representation. The course also explores the dynamics of managing relationships between managers and employees, alongside the legal requirements that support these processes. Students will gain practical insight into leading and managing people within New Zealand’s employment relations environment.",,,,
Management Skills for a Diverse Workforce,MGMT304,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT304&occurrence=26S1(C)&year=2026,2026,Semester One,summer,undergraduate,15.0,UC points,7.5,"This course emphasises the development of the skills and knowledge required for successful managerial performance in diverse organisations. It focuses on topics such as developing self-awareness, creative problem-solving, supportive communication, the use of power and influence, motivation techniques, and managing conflict. The course uses active and interactive teaching methods and requires in-person engagement. During lecture times we will doing activities, simulations, group discussions, and other exercises to teach you about management skills and how to apply theory to real-life situations.",,"The objectives of the course are: 1. Demonstrate applicable knowledge of the common skills needed for managerial effectiveness. 2. Understand the dynamics of human behaviour so as to increase your ability to work effectively with individuals from diverse backgrounds. 3. Be more aware of your values, behaviours and perceptions to understand how they influence your interpersonal behaviour and organisational practice.",Reflection & analysis (20%) Skills assessment (40%) Student-led learning session (40%),
Advanced Human Resource Management,MGMT308,University of Canterbury,New Zealand,https://courseinfo.canterbury.ac.nz/GetCourseDetails.aspx?course=MGMT308&occurrence=26S2(C)&year=2026,2026,Semester Two,winter,undergraduate,15.0,UC points,7.5,This course focuses on the application of human resource management strategies and practices in organisational settings. Attention is also given to the role of human resource planning and strategic approaches to human resource management,,"The objectives of the course are: 1. Analyse organisational settings and identify HRM issues that are present, as well as appropriate HRM approaches and interventions. 2. Show how employee and HRM system issues can be aligned with the overall HRM strategy of the organisation. 3. Apply knowledge of HRM systems in developing an organisation's Strategic HR Plan. 4. Appreciate the human resource implications of internationalising an organisation’s operations. 5. Discuss global challenges in managing organisation’s Strategic HR, as well as the potential future role of HRM, in the 21st century. 6. Understand the approaches to managing employee performance and engagement, as well as ways to boost these aspects. 7. Understand and develop an HR portfolio to succeed in career in HRM.",,Textbooks / Resources The assigned readings for each week are available on LEARN .
